Transaction_ID,Transaction_Date,Region,Province,City,Sales_Channel,Distributor_Name,Outlet_ID,Outlet_Type,Salesperson_ID,Product_Category,Product_Name,SKU_Code,Unit_Price,Quantity_Sold,Gross_Sales,Discount_Percent,Discount_Amount,Net_Sales,Promotion_Type,Return_Flag,Payment_Method,Delivery_Time_Days
TRX2021110969,2021-05-26,Jakarta,DKI Jakarta,Jakarta,Modern Trade,PT Maju Jaya Distribusi,OUT4463,Minimarket,SP911,Beverages,Choco Malt Drink,SKU56257,45740,111,5077140,0.1057,536653.7,4540486.3,,No,Cash,8
TRX2021997457,08/09/2021,Palembang,South Sumatra,Palembang,General Trade,PT Global Snack Dist,OUT9504,Minimarket,SP576,Biscuits,Butter Crunch Biscuit,SKU64879,39175,17,665975,0.201,133860.98,532114.03,Seasonal Promo,No,Transfer,6
TRX2021555174,2021-12-12,Palembang,South Sumatra,Palembang,Distributor,,OUT8913,Traditional Store,SP706,Nuts,Salted Cashew Mix,SKU43980,45281,45,2037645,0.1207,245943.75,1791701.25,None,No,Transfer,1
TRX2021809791,09/06/2021,Palembang,South Sumatra,Palembang,Modern Trade,PT Maju Jaya Distribusi,OUT2911,Online Store,SP504,Biscuits,Golden Cream Biscuit,SKU99714,24661,100,2466100,0.179,441431.9,2024668.1,None,No,Credit Term,14
TRX2021110392,05/02/2021,Makassar,South Sulawesi,Makassar,Distributor,PT Sinar Distribusi,OUT6187,Online Store,SP156,Beverages,Choco Malt Drink,SKU95942,9745,183,1783335,0.1394,248596.9,1534738.1,,No,Cash,10
TRX2021353185,2021-04-26,Medan,North Sumatra,Medan,Distributor,PT Sinar Distribusi,OUT4638,Supermarket,SP596,Beverages,Energy Cocoa Drink,SKU48878,42489,174,7393086,0.0727,537477.35,6855608.65,Bundle Promo,No,Credit Term,8
TRX2021485297,2021-03-16,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,,OUT9145,Minimarket,SP778,Candy,Fruit Jelly Candy,SKU42062,33428,168,5615904,0.0501,281356.79,5334547.21,Bundle Promo,No,Transfer,6
TRX2021314525,2021-10-14,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Sinar Distribusi,OUT8216,Online Store,SP401,Snacks,Savory Chips,SKU70877,41223,100,4122300,0.1914,789008.22,3333291.78,Bundle Promo,No,Credit Term,3
TRX2021567607,2021-12-23,Bandung,West Java,Bandung,E-commerce,PT Global Snack Dist,OUT9877,Supermarket,SP698,Biscuits,Golden Cream Biscuit,SKU61350,49790,120,5974800,0.2413,1441719.24,4533080.76,Seasonal Promo,No,Cash,1
TRX2021290538,2021-05-14,Makassar,South Sulawesi,Makassar,Distributor,,OUT1574,Minimarket,SP978,Beverages,Choco Malt Drink,SKU88941,35578,66,2348148,0.1274,299154.06,2048993.94,Seasonal Promo,No,Transfer,5
TRX2021715062,2021-05-17,Surabaya,East Java,Surabaya,Modern Trade,PT Sinar Distribusi,OUT6905,Supermarket,SP228,Candy,Fruit Jelly Candy,SKU32185,19061,6,114366,0.0791,9046.35,105319.65,Retail Discount,No,Transfer,7
TRX2021963263,2021-04-27,Medan,North Sumatra,Medan,Distributor,,OUT1024,Supermarket,SP298,Snacks,Savory Chips,SKU52871,31880,187,5961560,0.2413,1438524.43,4523035.57,Retail Discount,No,Transfer,1
TRX2021280781,2021-08-08,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Sinar Distribusi,OUT5271,Online Store,SP579,Candy,Caramel Drop Candy,SKU20642,18317,100,1831700,0.0409,74916.53,1756783.47,Retail Discount,No,Transfer,1
TRX2021584288,2021-03-10,Yogyakarta,DI Yogyakarta,Yogyakarta,Distributor,PT Sinar Distribusi,OUT3736,Minimarket,SP108,Biscuits,Butter Crunch Biscuit,SKU60968,40933,155,6344615,0.0547,347050.44,5997564.56,,No,Credit Term,5
TRX2021635680,07/12/2021,Surabaya,East Java,Surabaya,Modern Trade,PT Global Snack Dist,OUT1396,Online Store,SP835,Snacks,Crunchy Bite,SKU68226,23375,137,3202375,0.1394,446411.08,2755963.92,Retail Discount,No,Cash,14
TRX2021370154,04/02/2021,Palembang,South Sumatra,Palembang,E-commerce,,OUT5105,Online Store,SP144,Biscuits,Choco Delight Biscuit,SKU72673,25118,110,2762980,0.0721,199210.86,2563769.14,None,No,Credit Term,14
TRX2021905244,2021-08-15,Medan,North Sumatra,Medan,Modern Trade,PT Global Snack Dist,OUT1234,Online Store,SP383,Biscuits,Butter Crunch Biscuit,SKU99927,8621,92,793132,0.0673,53377.78,739754.22,,No,Cash,14
TRX2021660587,2021-10-26,Palembang,South Sumatra,Palembang,Modern Trade,PT Maju Jaya Distribusi,OUT9096,Supermarket,SP551,Nuts,Spicy Peanut Mix,SKU16244,45795,42,1923390,0.2372,456228.11,1467161.89,Seasonal Promo,Yes,Transfer,7
TRX2021199683,2021-03-25,Jakarta,DKI Jakarta,Jakarta,Modern Trade,PT Maju Jaya Distribusi,OUT3105,Traditional Store,SP254,Candy,Caramel Drop Candy,SKU92702,26216,19,498104,0.1453,72374.51,425729.49,None,No,Credit Term,6
TRX2021219881,2021-07-18,Bandung,West Java,Bandung,E-commerce,PT Maju Jaya Distribusi,OUT2343,Minimarket,SP996,Candy,Mint Pop Candy,SKU21242,22649,117,2649933,0.0036,9539.76,2640393.24,None,No,Credit Term,10
TRX2021376158,2021-06-30,Palembang,South Sumatra,Palembang,Modern Trade,PT Maju Jaya Distribusi,OUT1451,Minimarket,SP116,Snacks,Savory Chips,SKU15034,38262,141,5394942,0.2346,1265653.39,4129288.61,Seasonal Promo,No,Cash,5
TRX2021755492,2021-02-13,Bandung,West Java,Bandung,Modern Trade,PT Global Snack Dist,OUT4949,Online Store,SP300,Snacks,Savory Chips,SKU29630,19839,37,734043,0.0637,46758.54,687284.46,Bundle Promo,No,Transfer,3
TRX2021444145,08/09/2021,Palembang,South Sumatra,Palembang,Modern Trade,PT Nusantara Supply,OUT9354,Online Store,SP382,Biscuits,Choco Delight Biscuit,SKU63074,18971,14,265594,0.2347,62334.91,203259.09,Seasonal Promo,No,Cash,4
TRX2021944832,24/01/2021,Bandung,West Java,Bandung,Distributor,PT Nusantara Supply,OUT7460,Supermarket,SP315,Candy,Mint Pop Candy,SKU55378,3951,147,580797,0.0734,42630.5,538166.5,Seasonal Promo,No,Cash,8
TRX2021836404,2021-08-09,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Nusantara Supply,OUT8176,Minimarket,SP937,Candy,Caramel Drop Candy,SKU80008,47315,54,2555010,0.0847,216409.35,2338600.65,Retail Discount,No,Cash,1
TRX2021629065,2021-06-29,Surabaya,East Java,Surabaya,General Trade,,OUT7954,Online Store,SP997,Candy,Caramel Drop Candy,SKU73865,44899,4,179596,0.206,36996.78,142599.22,,No,Transfer,14
TRX2021451249,2021-08-10,Medan,North Sumatra,Medan,E-commerce,PT Sinar Distribusi,OUT5203,Supermarket,SP444,Snacks, Crunchy Bite ,SKU21307,46460,5,232300,0.2494,57935.62,174364.38,None,No,Transfer,3
TRX2021951206,08/03/2021,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,,OUT4289,Traditional Store,SP649,Nuts,Spicy Peanut Mix,SKU69744,47138,87,4101006,0.1522,624173.11,3476832.89,None,No,Transfer,13
TRX2021541468,2021-04-14,Palembang,South Sumatra,Palembang,E-commerce,PT Sinar Distribusi,OUT4620,Minimarket,SP333,Beverages,Nutri Grain Drink,SKU97412,32045,97,3108365,0.2411,749426.8,2358938.2,,No,Transfer,4
TRX2021842739,18/06/2021,Jakarta,DKI Jakarta,Jakarta,Distributor,,OUT3225,Traditional Store,SP715,Candy,Caramel Drop Candy,SKU57778,12409,64,794176,0.068,54003.97,740172.03,Seasonal Promo,No,Credit Term,8
TRX2021625015,21/06/2021,Surabaya,East Java,Surabaya,E-commerce,PT Sinar Distribusi,OUT7480,Traditional Store,SP933,Candy,Caramel Drop Candy,SKU21857,5069,67,339623,0.2026,68807.62,270815.38,Bundle Promo,No,Cash,2
TRX2021665894,2021-01-17,Makassar,South Sulawesi,Makassar,Modern Trade,PT Maju Jaya Distribusi,OUT1121,Supermarket,SP613,Beverages,Choco Malt Drink,SKU11274,24852,102,2534904,0.0523,132575.48,2402328.52,,No,Transfer,9
TRX2021938049,15/03/2021,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,PT Sinar Distribusi,OUT4886,Minimarket,SP321,Candy,Fruit Jelly Candy,SKU86389,15400,169,2602600,0.1352,351871.52,2250728.48,Seasonal Promo,No,Transfer,4
TRX2021697993,2021-10-13,Bandung,West Java,Bandung,E-commerce,,OUT2154,Supermarket,SP138,Nuts,Honey Roasted Peanut,SKU43609,12110,48,581280,0.0391,22728.05,558551.95,Bundle Promo,No,Cash,6
TRX2021838710,14/03/2021,Palembang,South Sumatra,Palembang,Modern Trade,PT Maju Jaya Distribusi,OUT2672,Minimarket,SP255,Snacks,Spicy Curl,SKU86610,4664,36,167904,0.0121,2031.64,165872.36,Bundle Promo,No,Transfer,4
TRX2021689161,01/07/2021,Surabaya,East Java,Surabaya,Distributor,PT Maju Jaya Distribusi,OUT1044,Supermarket,SP169,Biscuits,Butter Crunch Biscuit,SKU57348,40270,8,322160,0.0041,1320.86,320839.14,None,No,Credit Term,7
TRX2021999264,06/06/2021,Medan,North Sumatra,Medan,Distributor,,OUT6878,Supermarket,SP150,Candy,Caramel Drop Candy,SKU32126,48087,187,8992269,0.0156,140279.4,8851989.6,Retail Discount,No,Credit Term,5
TRX2021530638,2021-02-16,Bandung,West Java,Bandung,Modern Trade,PT Sinar Distribusi,OUT3590,Traditional Store,SP496,Snacks,Crunchy Bite,SKU30271,13113,18,236034,0.0053,1250.98,234783.02,Bundle Promo,No,Credit Term,9
TRX2021364223,2021-09-25,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,PT Nusantara Supply,OUT6576,Supermarket,SP234,Beverages,Energy Cocoa Drink,SKU58849,11657,74,862618,0.0275,23721.99,838896.01,Retail Discount,No,Cash,7
TRX2021192461,2021-01-21,Makassar,South Sulawesi,Makassar,Distributor,,OUT5529,Online Store,SP569,Beverages,Choco Malt Drink,SKU68631,24479,99,2423421,0.0203,49195.45,2374225.55,Bundle Promo,No,Credit Term,9
TRX2021317720,08/08/2021,Yogyakarta,DI Yogyakarta,Yogyakarta,Distributor,,OUT9654,Traditional Store,SP735,Candy,Mint Pop Candy,SKU27932,47662,7,333634,0.1396,46575.31,287058.69,None,No,Transfer,6
TRX2021642552,11/04/2021,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Nusantara Supply,OUT3255,Traditional Store,SP439,Nuts,Honey Roasted Peanut,SKU77102,37298,32,1193536,0.1172,139882.42,1053653.58,Bundle Promo,No,Cash,8
TRX2021371136,2021-05-22,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Maju Jaya Distribusi,OUT5138,Minimarket,SP642,Beverages,Nutri Grain Drink,SKU82487,5717,104,594568,0.0594,35317.34,559250.66,,No,Credit Term,5
TRX2021816886,2021-04-20,Jakarta,DKI Jakarta,Jakarta,General Trade,,OUT3851,Traditional Store,SP580,Biscuits,Choco Delight Biscuit,SKU72104,35687,59,2105533,0.2025,426370.43,1679162.57,Seasonal Promo,No,Transfer,6
TRX2021684133,13/05/2021,Makassar,South Sulawesi,Makassar,Modern Trade,PT Global Snack Dist,OUT2776,Traditional Store,SP366,Nuts, Salted Cashew Mix ,SKU80352,5858,114,667812,0.2442,163079.69,504732.31,Retail Discount,No,Credit Term,4
TRX2021407586,22/09/2021,Palembang,South Sumatra,Palembang,General Trade,PT Nusantara Supply,OUT3961,Minimarket,SP772,Snacks,Crunchy Bite,SKU82019,13906,86,1195916,0.2171,259633.36,936282.64,None,No,Transfer,1
TRX2021230959,19/03/2021,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Nusantara Supply,OUT7209,Online Store,SP140,Beverages,Choco Malt Drink,SKU38927,45535,104,4735640,0.1882,891247.45,3844392.55,,No,Cash,7
TRX2021624116,05/08/2021,Medan,North Sumatra,Medan,General Trade,PT Nusantara Supply,OUT3970,Online Store,SP706,Nuts,Spicy Peanut Mix,SKU63902,8538,17,145146,0.15,21771.9,123374.1,Bundle Promo,No,Transfer,8
TRX2021253644,2021-04-20,Medan,North Sumatra,Medan,E-commerce,PT Global Snack Dist,OUT2220,Traditional Store,SP918,Biscuits, Butter Crunch Biscuit ,SKU30438,13901,168,2335368,0.0515,120271.45,2215096.55,Seasonal Promo,No,Transfer,7
TRX2021883902,2021-05-29,Bandung,West Java,Bandung,General Trade,PT Nusantara Supply,OUT3856,Supermarket,SP208,Nuts,Salted Cashew Mix,SKU50576,30969,102,3158838,0.1155,364845.79,2793992.21,,No,Credit Term,7
TRX2021244437,31/08/2021,Surabaya,East Java,Surabaya,General Trade,PT Sinar Distribusi,OUT8740,Online Store,SP995,Beverages,Nutri Grain Drink,SKU89607,33357,183,6104331,0.2307,1408269.16,4696061.84,Seasonal Promo,No,Cash,1
TRX2021253047,10/07/2021,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Global Snack Dist,OUT5307,Online Store,SP589,Candy,Caramel Drop Candy,SKU56398,34897,186,6490842,0.1598,1037236.55,5453605.45,Retail Discount,No,Cash,7
TRX2021816595,18/04/2021,Makassar,South Sulawesi,Makassar,Modern Trade,PT Nusantara Supply,OUT5645,Online Store,SP274,Snacks,Spicy Curl,SKU36976,13696,167,2287232,0.1657,378994.34,1908237.66,None,No,Transfer,5
TRX2021789243,01/06/2021,Surabaya,East Java,Surabaya,Distributor,,OUT1307,Supermarket,SP900,Beverages,Nutri Grain Drink,SKU14054,27770,89,2471530,0.0691,170782.72,2300747.28,Seasonal Promo,No,Credit Term,14
TRX2021503713,10/05/2021,Palembang,South Sumatra,Palembang,Modern Trade,,OUT6373,Minimarket,SP401,Nuts,Spicy Peanut Mix,SKU23856,41440,120,4972800,0.1301,646961.28,4325838.72,,No,Transfer,8
TRX2021320370,19/05/2021,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,PT Global Snack Dist,OUT1015,Minimarket,SP319,Nuts,Spicy Peanut Mix,SKU27555,23079,67,1546293,0.1807,279415.15,1266877.85,None,No,Credit Term,14
TRX2021988341,20/01/2021,Surabaya,East Java,Surabaya,Modern Trade,PT Global Snack Dist,OUT6996,Online Store,SP135,Beverages,Energy Cocoa Drink,SKU35312,22012,180,3962160,0.1864,738546.62,3223613.38,Seasonal Promo,No,Cash,14
TRX2021613345,2021-02-05,Palembang,South Sumatra,Palembang,Modern Trade,PT Sinar Distribusi,OUT1093,Online Store,SP738,Snacks,Spicy Curl,SKU52418,35850,112,4015200,0.1016,407944.32,3607255.68,Seasonal Promo,No,Cash,11
TRX2021788151,2021-07-21,Palembang,South Sumatra,Palembang,Modern Trade,PT Maju Jaya Distribusi,OUT3607,Traditional Store,SP288,Candy,Caramel Drop Candy,SKU65179,36620,182,6664840,0.0902,601168.57,6063671.43,None,No,Cash,6
TRX2021265183,2021-04-02,Bandung,West Java,Bandung,General Trade,PT Global Snack Dist,OUT5231,Minimarket,SP579,Candy,Fruit Jelly Candy,SKU99340,42340,144,6096960,0.2415,1472415.84,4624544.16,,No,Cash,8
TRX2021182602,2021-12-15,Makassar,South Sulawesi,Makassar,Modern Trade,PT Sinar Distribusi,OUT3047,Traditional Store,SP437,Nuts,Salted Cashew Mix,SKU88104,9865,59,582035,0.1995,116115.98,465919.02,Retail Discount,No,Credit Term,13
TRX2021246549,17/10/2021,Medan,North Sumatra,Medan,E-commerce,PT Nusantara Supply,OUT4495,Minimarket,SP802,Candy,Fruit Jelly Candy,SKU56016,6348,36,228528,0.1658,37889.94,190638.06,Seasonal Promo,No,Credit Term,5
TRX2021536185,2021-10-25,Palembang,South Sumatra,Palembang,E-commerce,PT Maju Jaya Distribusi,OUT6920,Traditional Store,SP372,Nuts,Salted Cashew Mix,SKU85526,31678,106,3357868,0.0236,79245.68,3278622.32,None,No,Credit Term,2
TRX2021333468,15/03/2021,Semarang,Central Java,Semarang,Distributor,,OUT1520,Supermarket,SP301,Snacks,Savory Chips,SKU28006,22263,120,2671560,0.0102,27249.91,2644310.09,Seasonal Promo,No,Cash,5
TRX2021940652,08/08/2021,Medan,North Sumatra,Medan,Modern Trade,PT Maju Jaya Distribusi,OUT5661,Supermarket,SP469,Nuts,Spicy Peanut Mix,SKU16946,39643,130,5153590,0.0845,435478.36,4718111.64,None,No,Transfer,3
TRX2021382381,2021-04-20,Palembang,South Sumatra,Palembang,Modern Trade,,OUT3576,Supermarket,SP950,Snacks, Crunchy Bite ,SKU62196,17938,82,1470916,0.0229,33683.98,1437232.02,,No,Transfer,14
TRX2021662198,15/07/2021,Makassar,South Sulawesi,Makassar,General Trade,,OUT2669,Online Store,SP692,Biscuits,Choco Delight Biscuit,SKU76255,21881,134,2932054,0.0533,156278.48,2775775.52,Retail Discount,No,Transfer,13
TRX2021241727,28/02/2021,Semarang,Central Java,Semarang,General Trade,PT Maju Jaya Distribusi,OUT2911,Minimarket,SP578,Snacks,Crunchy Bite,SKU36830,17286,32,553152,0.0615,34018.85,519133.15,Seasonal Promo,No,Cash,8
TRX2021765114,20/05/2021,Surabaya,East Java,Surabaya,E-commerce,PT Nusantara Supply,OUT4277,Supermarket,SP780,Candy,Fruit Jelly Candy,SKU55277,16508,3,49524,0.0341,1688.77,47835.23,Seasonal Promo,No,Cash,9
TRX2021406189,15/07/2021,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,PT Sinar Distribusi,OUT4385,Online Store,SP200,Biscuits,Butter Crunch Biscuit,SKU41682,16872,124,2092128,0.0723,151260.85,1940867.15,Retail Discount,No,Transfer,4
TRX2021617179,24/06/2021,Semarang,Central Java,Semarang,Distributor,PT Global Snack Dist,OUT4769,Supermarket,SP460,Beverages,Nutri Grain Drink,SKU56564,31695,165,5229675,0.12,627561.0,4602114.0,Bundle Promo,No,Cash,6
TRX2021609832,2021-04-10,Semarang,Central Java,Semarang,E-commerce,PT Global Snack Dist,OUT2102,Traditional Store,SP208,Biscuits,Butter Crunch Biscuit,SKU37308,9379,95,891005,0.1283,114315.94,776689.06,None,No,Transfer,12
TRX2021901070,2021-10-22,Surabaya,East Java,Surabaya,Distributor,,OUT5201,Online Store,SP493,Candy, Mint Pop Candy ,SKU96889,31121,18,560178,0.1042,58370.55,501807.45,None,Yes,Credit Term,5
TRX2021653777,2021-09-15,Semarang,Central Java,Semarang,E-commerce,PT Maju Jaya Distribusi,OUT7001,Supermarket,SP915,Nuts, Spicy Peanut Mix ,SKU31384,28123,52,1462396,0.1942,283997.3,1178398.7,None,No,Cash,14
TRX2021519287,25/02/2021,Makassar,South Sulawesi,Makassar,Modern Trade,PT Maju Jaya Distribusi,OUT4757,Minimarket,SP335,Candy,Caramel Drop Candy,SKU10858,42461,69,2929809,0.2323,680594.63,2249214.37,Retail Discount,No,Cash,4
TRX2021932977,2021-04-03,Makassar,South Sulawesi,Makassar,General Trade,PT Sinar Distribusi,OUT5015,Traditional Store,SP231,Candy, Fruit Jelly Candy ,SKU50752,33738,184,6207792,0.1931,1198724.64,5009067.36,,No,Cash,12
TRX2021919784,2021-01-10,Medan,North Sumatra,Medan,Modern Trade,,OUT3174,Online Store,SP118,Candy, Fruit Jelly Candy ,SKU81280,5041,134,675494,0.1583,106930.7,568563.3,Bundle Promo,No,Transfer,11
TRX2021172746,2021-04-28,Surabaya,East Java,Surabaya,Modern Trade,PT Maju Jaya Distribusi,OUT3608,Minimarket,SP494,Nuts,Honey Roasted Peanut,SKU72817,12594,85,1070490,0.1142,122249.96,948240.04,,No,Transfer,2
TRX2021622586,2021-03-24,Surabaya,East Java,Surabaya,Distributor,PT Nusantara Supply,OUT1423,Traditional Store,SP544,Snacks,Savory Chips,SKU12538,23018,171,3936078,0.2488,979296.21,2956781.79,,No,Cash,3
TRX2021387816,2021-08-25,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,PT Sinar Distribusi,OUT6584,Traditional Store,SP283,Snacks,Crunchy Bite,SKU54309,39077,118,4611086,0.1097,505836.13,4105249.87,Retail Discount,No,Cash,7
TRX2021607455,2021-08-08,Medan,North Sumatra,Medan,Distributor,PT Global Snack Dist,OUT6220,Traditional Store,SP204,Biscuits,Butter Crunch Biscuit,SKU23811,45298,16,724768,0.1497,108497.77,616270.23,Retail Discount,No,Credit Term,3
TRX2021272019,04/08/2021,Palembang,South Sumatra,Palembang,Distributor,PT Maju Jaya Distribusi,OUT5673,Traditional Store,SP800,Snacks,Spicy Curl,SKU95380,9059,153,1386027,0.2404,333200.89,1052826.11,Seasonal Promo,No,Credit Term,5
TRX2021627960,13/11/2021,Makassar,South Sulawesi,Makassar,General Trade,PT Sinar Distribusi,OUT5813,Minimarket,SP585,Candy,Caramel Drop Candy,SKU74494,22740,148,3365520,0.2437,820177.22,2545342.78,Seasonal Promo,No,Transfer,13
TRX2021837714,05/01/2021,Medan,North Sumatra,Medan,E-commerce,PT Sinar Distribusi,OUT1602,Supermarket,SP208,Candy, Fruit Jelly Candy ,SKU50374,31662,171,5414202,0.1164,630213.11,4783988.89,,No,Cash,2
TRX2021223480,27/12/2021,Makassar,South Sulawesi,Makassar,Modern Trade,PT Maju Jaya Distribusi,OUT7661,Online Store,SP795,Biscuits,Choco Delight Biscuit,SKU87029,24157,99,2391543,0.1343,321184.22,2070358.78,,No,Cash,6
TRX2021557415,2021-12-21,Semarang,Central Java,Semarang,Distributor,,OUT9778,Supermarket,SP337,Candy,Fruit Jelly Candy,SKU24843,42643,190,8102170,0.1782,1443806.69,6658363.31,None,No,Credit Term,2
TRX2021402710,11/06/2021,Palembang,South Sumatra,Palembang,General Trade,PT Global Snack Dist,OUT2356,Traditional Store,SP446,Candy,Caramel Drop Candy,SKU43763,42743,135,5770305,0.2279,1315052.51,4455252.49,Bundle Promo,Yes,Credit Term,10
TRX2021845188,16/03/2021,Semarang,Central Java,Semarang,General Trade,PT Sinar Distribusi,OUT4535,Traditional Store,SP314,Nuts,Salted Cashew Mix,SKU62154,37970,61,2316170,0.2045,473656.76,1842513.24,None,No,Credit Term,10
TRX2021252855,19/10/2021,Semarang,Central Java,Semarang,Distributor,PT Global Snack Dist,OUT4059,Online Store,SP345,Beverages,Nutri Grain Drink,SKU59301,47610,6,285660,0.0027,771.28,284888.72,,No,Credit Term,13
TRX2021707480,2021-11-20,Jakarta,DKI Jakarta,Jakarta,Modern Trade,PT Maju Jaya Distribusi,OUT1493,Minimarket,SP592,Nuts,Honey Roasted Peanut,SKU25660,20544,67,1376448,0.0747,102820.67,1273627.33,,No,Cash,4
TRX2021613298,2021-12-12,Semarang,Central Java,Semarang,Distributor,,OUT5639,Online Store,SP988,Snacks,Crunchy Bite,SKU69834,33683,190,6399770,0.242,1548744.34,4851025.66,Retail Discount,No,Credit Term,12
TRX2021608514,2021-08-13,Medan,North Sumatra,Medan,Distributor,PT Nusantara Supply,OUT4105,Supermarket,SP982,Candy,Mint Pop Candy,SKU17518,44978,43,1934054,0.0662,128034.37,1806019.63,Bundle Promo,No,Cash,2
TRX2021314558,2021-03-07,Palembang,South Sumatra,Palembang,E-commerce,PT Sinar Distribusi,OUT6260,Supermarket,SP115,Biscuits,Choco Delight Biscuit,SKU38905,5149,130,669370,0.033,22089.21,647280.79,Retail Discount,No,Credit Term,12
TRX2021820438,2021-05-30,Bandung,West Java,Bandung,Distributor,PT Global Snack Dist,OUT9933,Minimarket,SP822,Beverages,Choco Malt Drink,SKU45518,23149,152,3518648,0.1358,477832.4,3040815.6,Retail Discount,No,Credit Term,2
TRX2021678396,2021-08-11,Surabaya,East Java,Surabaya,General Trade,,OUT5256,Online Store,SP705,Snacks,Crunchy Bite,SKU81777,3571,98,349958,0.1777,62187.54,287770.46,Retail Discount,No,Cash,5
TRX2021375561,10/11/2021,Medan,North Sumatra,Medan,Distributor,PT Maju Jaya Distribusi,OUT3342,Supermarket,SP623,Snacks, Savory Chips ,SKU44482,30025,194,5824850,0.1425,830041.12,4994808.88,,No,Transfer,7
TRX2021633929,2021-06-27,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,PT Nusantara Supply,OUT6896,Traditional Store,SP175,Candy,Fruit Jelly Candy,SKU93188,31489,2,62978,0.1824,11487.19,51490.81,Bundle Promo,No,Transfer,3
TRX2021895743,2021-02-02,Semarang,Central Java,Semarang,E-commerce,PT Maju Jaya Distribusi,OUT9907,Traditional Store,SP471,Beverages,Energy Cocoa Drink,SKU38046,17987,46,827402,0.0677,56015.12,771386.88,Bundle Promo,No,Credit Term,9
TRX2021881405,2021-05-16,Makassar,South Sulawesi,Makassar,Modern Trade,PT Global Snack Dist,OUT1810,Supermarket,SP680,Snacks,Savory Chips,SKU96666,39212,143,5607316,0.1109,621851.34,4985464.66,None,No,Cash,5
TRX2021276272,08/04/2021,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,PT Sinar Distribusi,OUT7168,Online Store,SP414,Beverages, Choco Malt Drink ,SKU84058,39473,9,355257,0.1692,60109.48,295147.52,Seasonal Promo,No,Transfer,1
TRX2021793521,11/08/2021,Semarang,Central Java,Semarang,General Trade,PT Nusantara Supply,OUT5748,Minimarket,SP259,Biscuits,Butter Crunch Biscuit,SKU48982,7057,102,719814,0.0656,47219.8,672594.2,None,No,Cash,9
TRX2021556437,09/02/2021,Palembang,South Sumatra,Palembang,Modern Trade,,OUT5579,Traditional Store,SP427,Snacks,Spicy Curl,SKU69561,17358,36,624888,0.0389,24308.14,600579.86,Retail Discount,No,Cash,10
TRX2021881620,2021-05-02,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,PT Sinar Distribusi,OUT6392,Minimarket,SP321,Biscuits,Choco Delight Biscuit,SKU83000,34284,130,4456920,0.1641,731380.57,3725539.43,Seasonal Promo,No,Credit Term,3
TRX2021471352,08/03/2021,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Nusantara Supply,OUT6088,Minimarket,SP237,Nuts,Salted Cashew Mix,SKU35757,12653,149,1885297,0.0005,942.65,1884354.35,None,No,Cash,8
TRX2021816886,2021-03-23,Bandung,West Java,Bandung,General Trade,PT Nusantara Supply,OUT5703,Online Store,SP997,Biscuits,Butter Crunch Biscuit,SKU39482,47491,58,2754478,0.0426,117340.76,2637137.24,None,No,Transfer,2
TRX2021590777,2021-06-27,Semarang,Central Java,Semarang,General Trade,PT Nusantara Supply,OUT9627,Online Store,SP833,Nuts,Honey Roasted Peanut,SKU71013,14185,84,1191540,0.0458,54572.53,1136967.47,None,No,Cash,2
TRX2021515111,2021-09-11,Bandung,West Java,Bandung,E-commerce,PT Sinar Distribusi,OUT3288,Minimarket,SP488,Candy,Fruit Jelly Candy,SKU80423,32904,154,5067216,0.0808,409431.05,4657784.95,Seasonal Promo,No,Cash,10
TRX2021571752,23/01/2021,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Sinar Distribusi,OUT7919,Traditional Store,SP617,Beverages,Nutri Grain Drink,SKU50291,35607,20,712140,0.2034,144849.28,567290.72,None,No,Cash,12
TRX2021492157,08/04/2021,Palembang,South Sumatra,Palembang,General Trade,PT Nusantara Supply,OUT3842,Supermarket,SP296,Nuts,Salted Cashew Mix,SKU37619,19789,175,3463075,0.0404,139908.23,3323166.77,Bundle Promo,No,Transfer,4
TRX2021947997,2021-01-24,Palembang,South Sumatra,Palembang,E-commerce,,OUT8108,Supermarket,SP127,Biscuits,Butter Crunch Biscuit,SKU76536,38955,148,5765340,0.0925,533293.95,5232046.05,,No,Transfer,5
TRX2021249774,2021-10-17,Medan,North Sumatra,Medan,General Trade,PT Sinar Distribusi,OUT8761,Supermarket,SP273,Snacks,Spicy Curl,SKU50250,13333,147,1959951,0.1429,280077.0,1679874.0,Seasonal Promo,No,Credit Term,7
