Transaction_ID,Transaction_Date,Region,Province,City,Sales_Channel,Distributor_Name,Outlet_ID,Outlet_Type,Salesperson_ID,Product_Category,Product_Name,SKU_Code,Unit_Price,Quantity_Sold,Gross_Sales,Discount_Percent,Discount_Amount,Net_Sales,Promotion_Type,Return_Flag,Payment_Method,Delivery_Time_Days
TRX2022322009,2022-09-13,Semarang,Central Java,Semarang,Distributor,,OUT6850,Online Store,SP808,Biscuits, Choco Delight Biscuit ,SKU94935,19450,44,855800,0.0314,26872.12,828927.88,Seasonal Promo,No,Cash,12
TRX2022373657,2022-10-15,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,,OUT5373,Traditional Store,SP204,Biscuits,Butter Crunch Biscuit,SKU96486,23489,99,2325411,0.0159,36974.03,2288436.97,,No,Credit Term,2
TRX2022205801,11/01/2022,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Nusantara Supply,OUT4822,Traditional Store,SP501,Biscuits,Golden Cream Biscuit,SKU57874,28881,57,1646217,0.1894,311793.5,1334423.5,Bundle Promo,No,Transfer,12
TRX2022621317,2022-10-22,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Sinar Distribusi,OUT2681,Minimarket,SP144,Nuts, Salted Cashew Mix ,SKU15492,31467,195,6136065,0.0553,339324.39,5796740.61,Retail Discount,No,Transfer,10
TRX2022121736,2022-08-13,Bandung,West Java,Bandung,Distributor,PT Nusantara Supply,OUT6041,Traditional Store,SP878,Beverages,Energy Cocoa Drink,SKU26463,16833,51,858483,0.0775,66532.43,791950.57,None,No,Transfer,3
TRX2022858441,04/08/2022,Makassar,South Sulawesi,Makassar,E-commerce,PT Sinar Distribusi,OUT2047,Minimarket,SP778,Beverages,Choco Malt Drink,SKU36458,17771,165,2932215,0.2319,679980.66,2252234.34,None,No,Credit Term,12
TRX2022188133,19/01/2022,Makassar,South Sulawesi,Makassar,E-commerce,PT Nusantara Supply,OUT1363,Traditional Store,SP110,Biscuits,Choco Delight Biscuit,SKU70627,6463,186,1202118,0.1861,223714.16,978403.84,Bundle Promo,No,Credit Term,12
TRX2022759560,2022-07-06,Semarang,Central Java,Semarang,Modern Trade,PT Nusantara Supply,OUT4835,Minimarket,SP722,Candy,Mint Pop Candy,SKU46766,40455,111,4490505,0.243,1091192.72,3399312.29,Bundle Promo,No,Transfer,1
TRX2022192354,05/08/2022,Semarang,Central Java,Semarang,Distributor,PT Sinar Distribusi,OUT8162,Supermarket,SP563,Beverages,Nutri Grain Drink,SKU61253,25497,112,2855664,0.0412,117653.36,2738010.64,None,No,Cash,11
TRX2022772955,2022-06-19,Yogyakarta,DI Yogyakarta,Yogyakarta,Distributor,PT Sinar Distribusi,OUT4984,Traditional Store,SP795,Beverages,Energy Cocoa Drink,SKU45567,42377,129,5466633,0.2308,1261698.9,4204934.1,None,No,Credit Term,14
TRX2022790704,05/01/2022,Semarang,Central Java,Semarang,Modern Trade,PT Nusantara Supply,OUT7975,Online Store,SP846,Biscuits, Butter Crunch Biscuit ,SKU31401,48139,14,673946,0.2016,135867.51,538078.49,Seasonal Promo,No,Credit Term,4
TRX2022402485,13/10/2022,Makassar,South Sulawesi,Makassar,E-commerce,PT Nusantara Supply,OUT9346,Supermarket,SP134,Snacks,Spicy Curl,SKU94205,29950,175,5241250,0.0327,171388.88,5069861.12,Seasonal Promo,No,Cash,4
TRX2022106111,30/09/2022,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,PT Sinar Distribusi,OUT7140,Supermarket,SP109,Snacks,Crunchy Bite,SKU23401,4833,194,937602,0.1702,159579.86,778022.14,Bundle Promo,No,Credit Term,8
TRX2022624989,2022-03-12,Semarang,Central Java,Semarang,Distributor,PT Global Snack Dist,OUT8906,Online Store,SP483,Biscuits, Butter Crunch Biscuit ,SKU57353,29656,174,5160144,0.0221,114039.18,5046104.82,Bundle Promo,No,Transfer,5
TRX2022920798,14/04/2022,Jakarta,DKI Jakarta,Jakarta,General Trade,PT Global Snack Dist,OUT6387,Supermarket,SP724,Beverages, Choco Malt Drink ,SKU80536,10665,50,533250,0.1686,89905.95,443344.05,Retail Discount,No,Cash,1
TRX2022863623,2022-12-27,Medan,North Sumatra,Medan,Modern Trade,,OUT2960,Supermarket,SP718,Nuts,Spicy Peanut Mix,SKU77439,45742,151,6907042,0.1825,1260535.17,5646506.83,Retail Discount,No,Credit Term,11
TRX2022521118,2022-05-04,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Maju Jaya Distribusi,OUT1946,Online Store,SP939,Snacks,Savory Chips,SKU58482,35259,49,1727691,0.2233,385793.4,1341897.6,Bundle Promo,No,Credit Term,12
TRX2022417073,2022-09-27,Semarang,Central Java,Semarang,E-commerce,,OUT7749,Online Store,SP240,Biscuits,Golden Cream Biscuit,SKU31052,41906,40,1676240,0.0025,4190.6,1672049.4,Retail Discount,No,Credit Term,7
TRX2022443052,2022-02-04,Palembang,South Sumatra,Palembang,Modern Trade,PT Global Snack Dist,OUT7159,Supermarket,SP780,Beverages,Energy Cocoa Drink,SKU73072,18071,56,1011976,0.0521,52723.95,959252.05,Bundle Promo,No,Transfer,4
TRX2022701953,13/03/2022,Semarang,Central Java,Semarang,General Trade,PT Global Snack Dist,OUT7516,Online Store,SP735,Snacks,Spicy Curl,SKU34225,16733,115,1924295,0.1397,268824.01,1655470.99,,No,Credit Term,5
TRX2022563511,2022-03-06,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,PT Global Snack Dist,OUT7072,Traditional Store,SP982,Beverages,Nutri Grain Drink,SKU76801,49193,81,3984633,0.0221,88060.39,3896572.61,Retail Discount,No,Transfer,5
TRX2022824455,2022-09-10,Medan,North Sumatra,Medan,Distributor,PT Sinar Distribusi,OUT7091,Supermarket,SP674,Biscuits, Butter Crunch Biscuit ,SKU17317,8181,4,32724,0.1759,5756.15,26967.85,Seasonal Promo,Yes,Cash,11
TRX2022397579,26/11/2022,Bandung,West Java,Bandung,E-commerce,,OUT5140,Online Store,SP224,Candy, Mint Pop Candy ,SKU30775,39964,173,6913772,0.0421,291069.8,6622702.2,Bundle Promo,No,Transfer,13
TRX2022943108,30/10/2022,Yogyakarta,DI Yogyakarta,Yogyakarta,Distributor,PT Nusantara Supply,OUT8325,Minimarket,SP720,Candy,Caramel Drop Candy,SKU33595,6714,46,308844,0.0688,21248.47,287595.53,,No,Credit Term,14
TRX2022592003,07/11/2022,Medan,North Sumatra,Medan,E-commerce,PT Nusantara Supply,OUT8727,Minimarket,SP225,Nuts,Spicy Peanut Mix,SKU22247,7229,66,477114,0.146,69658.64,407455.36,Retail Discount,No,Credit Term,4
TRX2022573412,2022-04-09,Bandung,West Java,Bandung,Modern Trade,PT Sinar Distribusi,OUT7671,Online Store,SP935,Biscuits,Butter Crunch Biscuit,SKU40240,8257,131,1081667,0.031,33531.68,1048135.32,Seasonal Promo,No,Cash,3
TRX2022446037,2022-09-08,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,PT Nusantara Supply,OUT4971,Supermarket,SP276,Snacks, Savory Chips ,SKU22069,3257,52,169364,0.2325,39377.13,129986.87,None,No,Transfer,6
TRX2022331324,2022-05-27,Makassar,South Sulawesi,Makassar,Modern Trade,PT Maju Jaya Distribusi,OUT4681,Minimarket,SP854,Biscuits,Choco Delight Biscuit,SKU70492,30476,90,2742840,0.1977,542259.47,2200580.53,,No,Cash,1
TRX2022244790,18/02/2022,Bandung,West Java,Bandung,Distributor,PT Sinar Distribusi,OUT8188,Online Store,SP580,Snacks,Crunchy Bite,SKU29860,22141,186,4118226,0.2475,1019260.93,3098965.06,None,No,Credit Term,8
TRX2022825603,2022-11-03,Semarang,Central Java,Semarang,General Trade,PT Global Snack Dist,OUT7412,Traditional Store,SP435,Biscuits,Choco Delight Biscuit,SKU72256,34675,8,277400,0.0378,10485.72,266914.28,Seasonal Promo,No,Transfer,7
TRX2022165883,2022-04-19,Jakarta,DKI Jakarta,Jakarta,E-commerce,,OUT5958,Minimarket,SP451,Snacks,Spicy Curl,SKU19872,8130,182,1479660,0.0203,30037.1,1449622.9,None,No,Transfer,6
TRX2022447334,2022-05-21,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Sinar Distribusi,OUT7102,Traditional Store,SP558,Snacks,Spicy Curl,SKU33535,42161,140,5902540,0.1726,1018778.4,4883761.6,Bundle Promo,No,Cash,11
TRX2022646133,22/12/2022,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,PT Maju Jaya Distribusi,OUT1090,Supermarket,SP665,Snacks,Crunchy Bite,SKU66696,14671,102,1496442,0.1532,229254.91,1267187.09,Seasonal Promo,No,Cash,6
TRX2022682897,08/05/2022,Surabaya,East Java,Surabaya,E-commerce,PT Sinar Distribusi,OUT8511,Supermarket,SP352,Biscuits,Butter Crunch Biscuit,SKU45187,13090,173,2264570,0.0451,102132.11,2162437.89,Seasonal Promo,No,Transfer,14
TRX2022588315,2022-06-21,Makassar,South Sulawesi,Makassar,E-commerce,PT Maju Jaya Distribusi,OUT9893,Traditional Store,SP655,Nuts,Spicy Peanut Mix,SKU86082,48461,91,4409951,0.0137,60416.33,4349534.67,Bundle Promo,No,Transfer,13
TRX2022477379,2022-09-21,Jakarta,DKI Jakarta,Jakarta,E-commerce,,OUT2439,Online Store,SP844,Snacks,Savory Chips,SKU70344,20099,97,1949603,0.17,331432.51,1618170.49,Seasonal Promo,No,Cash,14
TRX2022406436,2022-07-24,Bandung,West Java,Bandung,General Trade,,OUT1351,Minimarket,SP606,Beverages,Energy Cocoa Drink,SKU60418,32423,129,4182567,0.0857,358445.99,3824121.01,,No,Credit Term,10
TRX2022394018,27/11/2022,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,,OUT6075,Online Store,SP789,Candy,Caramel Drop Candy,SKU39469,39286,62,2435732,0.0803,195589.28,2240142.72,Retail Discount,No,Credit Term,2
TRX2022938553,07/06/2022,Semarang,Central Java,Semarang,Modern Trade,PT Sinar Distribusi,OUT9182,Supermarket,SP581,Nuts,Salted Cashew Mix,SKU22983,22543,105,2367015,0.1818,430323.33,1936691.67,Seasonal Promo,No,Transfer,14
TRX2022883586,2022-04-28,Makassar,South Sulawesi,Makassar,Distributor,,OUT9650,Minimarket,SP505,Biscuits,Butter Crunch Biscuit,SKU52276,5704,106,604624,0.1976,119473.7,485150.3,None,No,Cash,2
TRX2022835189,2022-12-18,Palembang,South Sumatra,Palembang,E-commerce,PT Nusantara Supply,OUT6641,Supermarket,SP795,Snacks,Spicy Curl,SKU56560,11079,159,1761561,0.2207,388776.51,1372784.49,,No,Transfer,8
TRX2022250033,2022-12-08,Palembang,South Sumatra,Palembang,E-commerce,PT Nusantara Supply,OUT9934,Traditional Store,SP658,Nuts,Salted Cashew Mix,SKU26123,25546,121,3091066,0.1288,398129.3,2692936.7,,No,Cash,2
TRX2022945150,25/06/2022,Bandung,West Java,Bandung,General Trade,,OUT6144,Minimarket,SP774,Candy,Fruit Jelly Candy,SKU54873,12528,22,275616,0.169,46579.1,229036.9,Bundle Promo,No,Credit Term,6
TRX2022142316,2022-08-31,Medan,North Sumatra,Medan,E-commerce,PT Maju Jaya Distribusi,OUT9926,Traditional Store,SP846,Biscuits,Butter Crunch Biscuit,SKU38997,34996,143,5004428,0.2176,1088963.53,3915464.47,Bundle Promo,Yes,Cash,4
TRX2022736722,21/08/2022,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Maju Jaya Distribusi,OUT2973,Traditional Store,SP451,Nuts, Spicy Peanut Mix ,SKU82044,15074,17,256258,0.187,47920.25,208337.75,None,No,Credit Term,2
TRX2022661315,27/02/2022,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,PT Nusantara Supply,OUT7407,Minimarket,SP751,Beverages,Choco Malt Drink,SKU28872,45508,135,6143580,0.0613,376601.45,5766978.55,None,No,Transfer,10
TRX2022650531,25/02/2022,Bandung,West Java,Bandung,General Trade,PT Global Snack Dist,OUT8718,Supermarket,SP832,Beverages,Nutri Grain Drink,SKU60725,22508,148,3331184,0.0652,217193.2,3113990.8,Retail Discount,No,Credit Term,6
TRX2022920766,2022-02-01,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,PT Sinar Distribusi,OUT7870,Traditional Store,SP831,Biscuits,Choco Delight Biscuit,SKU43100,19993,198,3958614,0.1205,477012.99,3481601.01,Bundle Promo,No,Cash,10
TRX2022754191,2022-04-21,Semarang,Central Java,Semarang,General Trade,,OUT1577,Supermarket,SP353,Snacks,Crunchy Bite,SKU36651,7211,157,1132127,0.1531,173328.64,958798.36,Retail Discount,No,Transfer,3
TRX2022402338,2022-02-12,Bandung,West Java,Bandung,Modern Trade,,OUT3569,Supermarket,SP314,Beverages,Choco Malt Drink,SKU11021,42359,84,3558156,0.0403,143393.69,3414762.31,Seasonal Promo,No,Credit Term,8
TRX2022740830,2022-12-11,Bandung,West Java,Bandung,Modern Trade,PT Sinar Distribusi,OUT1834,Minimarket,SP789,Biscuits,Choco Delight Biscuit,SKU31604,10898,1,10898,0.2172,2367.05,8530.95,None,No,Cash,7
TRX2022856560,2022-11-05,Surabaya,East Java,Surabaya,E-commerce,PT Maju Jaya Distribusi,OUT2131,Online Store,SP735,Biscuits,Choco Delight Biscuit,SKU19246,29696,198,5879808,0.0839,493315.89,5386492.11,None,No,Cash,5
TRX2022246265,2022-12-15,Surabaya,East Java,Surabaya,Modern Trade,PT Global Snack Dist,OUT8055,Supermarket,SP698,Beverages,Nutri Grain Drink,SKU47464,15895,96,1525920,0.2009,306557.33,1219362.67,Bundle Promo,No,Cash,13
TRX2022285775,23/03/2022,Semarang,Central Java,Semarang,Distributor,PT Nusantara Supply,OUT6853,Online Store,SP568,Snacks,Savory Chips,SKU44740,31098,187,5815326,0.1542,896723.27,4918602.73,Seasonal Promo,No,Credit Term,6
TRX2022580994,2022-10-27,Bandung,West Java,Bandung,E-commerce,,OUT8838,Minimarket,SP854,Snacks,Spicy Curl,SKU98210,24398,199,4855202,0.061,296167.32,4559034.68,Retail Discount,No,Credit Term,5
TRX2022711880,06/08/2022,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Nusantara Supply,OUT4912,Traditional Store,SP119,Nuts, Honey Roasted Peanut ,SKU88689,38954,151,5882054,0.1762,1036417.91,4845636.09,Bundle Promo,No,Cash,13
TRX2022104112,2022-05-25,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,PT Global Snack Dist,OUT5408,Supermarket,SP212,Beverages,Energy Cocoa Drink,SKU35490,48880,56,2737280,0.1844,504754.43,2232525.57,,No,Cash,13
TRX2022827581,05/03/2022,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,PT Nusantara Supply,OUT9678,Minimarket,SP140,Snacks,Savory Chips,SKU31209,12741,153,1949373,0.1287,250884.31,1698488.69,None,No,Credit Term,4
TRX2022334571,29/03/2022,Medan,North Sumatra,Medan,Modern Trade,PT Maju Jaya Distribusi,OUT2062,Minimarket,SP720,Beverages,Choco Malt Drink,SKU77086,29063,75,2179725,0.1055,229960.99,1949764.01,Seasonal Promo,No,Credit Term,7
TRX2022509113,2022-11-11,Palembang,South Sumatra,Palembang,Modern Trade,PT Global Snack Dist,OUT9549,Traditional Store,SP238,Candy,Mint Pop Candy,SKU54200,12933,35,452655,0.2474,111986.85,340668.15,Seasonal Promo,No,Transfer,2
TRX2022124096,2022-12-18,Surabaya,East Java,Surabaya,General Trade,PT Nusantara Supply,OUT8105,Traditional Store,SP922,Snacks,Spicy Curl,SKU16236,37983,70,2658810,0.0105,27917.51,2630892.5,Retail Discount,No,Transfer,2
TRX2022155733,2022-08-31,Palembang,South Sumatra,Palembang,E-commerce,PT Sinar Distribusi,OUT8244,Supermarket,SP177,Beverages,Nutri Grain Drink,SKU64994,20357,74,1506418,0.192,289232.26,1217185.74,Retail Discount,No,Cash,2
TRX2022635302,2022-06-14,Medan,North Sumatra,Medan,E-commerce,PT Sinar Distribusi,OUT9971,Minimarket,SP782,Biscuits,Golden Cream Biscuit,SKU70521,10540,56,590240,0.1544,91133.06,499106.94,Retail Discount,No,Credit Term,11
TRX2022646761,24/06/2022,Semarang,Central Java,Semarang,Distributor,PT Sinar Distribusi,OUT1670,Minimarket,SP612,Biscuits,Butter Crunch Biscuit,SKU39325,36308,46,1670168,0.2256,376789.9,1293378.1,Bundle Promo,No,Transfer,2
TRX2022151445,2022-10-03,Makassar,South Sulawesi,Makassar,Modern Trade,,OUT1504,Online Store,SP907,Nuts,Honey Roasted Peanut,SKU61686,7179,110,789690,0.1925,152015.33,637674.68,Retail Discount,No,Credit Term,9
TRX2022893504,20/09/2022,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,PT Global Snack Dist,OUT1178,Online Store,SP513,Nuts,Honey Roasted Peanut,SKU55453,34527,29,1001283,0.2179,218179.57,783103.43,,No,Transfer,7
TRX2022149742,07/08/2022,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,PT Maju Jaya Distribusi,OUT3516,Traditional Store,SP747,Beverages, Nutri Grain Drink ,SKU48942,24741,185,4577085,0.2262,1035336.63,3541748.37,Bundle Promo,No,Credit Term,14
TRX2022939866,2022-02-09,Makassar,South Sulawesi,Makassar,General Trade,,OUT6883,Minimarket,SP708,Nuts,Salted Cashew Mix,SKU13031,17523,158,2768634,0.0148,40975.78,2727658.22,,No,Transfer,14
TRX2022739970,2022-03-21,Semarang,Central Java,Semarang,General Trade,PT Nusantara Supply,OUT7481,Minimarket,SP788,Nuts,Salted Cashew Mix,SKU22162,12642,113,1428546,0.0914,130569.1,1297976.9,Seasonal Promo,No,Cash,7
TRX2022826257,08/07/2022,Makassar,South Sulawesi,Makassar,Modern Trade,PT Maju Jaya Distribusi,OUT7507,Traditional Store,SP863,Candy,Mint Pop Candy,SKU86227,4117,61,251137,0.133,33401.22,217735.78,None,No,Credit Term,2
TRX2022280306,2022-05-20,Medan,North Sumatra,Medan,E-commerce,PT Sinar Distribusi,OUT3505,Online Store,SP311,Biscuits,Choco Delight Biscuit,SKU90689,31897,34,1084498,0.2185,236962.81,847535.19,Seasonal Promo,No,Transfer,3
TRX2022259934,2022-02-17,Semarang,Central Java,Semarang,Modern Trade,PT Sinar Distribusi,OUT3714,Supermarket,SP443,Candy, Caramel Drop Candy ,SKU51637,31180,18,561240,0.1149,64486.48,496753.52,Bundle Promo,No,Transfer,14
TRX2022541670,2022-07-18,Jakarta,DKI Jakarta,Jakarta,General Trade,PT Global Snack Dist,OUT9946,Supermarket,SP976,Candy,Caramel Drop Candy,SKU15980,17602,34,598468,0.0918,54939.36,543528.64,Retail Discount,No,Cash,6
TRX2022712574,2022-05-15,Medan,North Sumatra,Medan,Modern Trade,PT Maju Jaya Distribusi,OUT1046,Online Store,SP860,Snacks,Savory Chips,SKU44847,33159,48,1591632,0.0989,157412.4,1434219.6,None,No,Cash,9
TRX2022626031,2022-03-07,Semarang,Central Java,Semarang,Distributor,PT Nusantara Supply,OUT5500,Minimarket,SP383,Biscuits,Butter Crunch Biscuit,SKU94256,32505,198,6435990,0.0984,633301.42,5802688.58,Seasonal Promo,No,Transfer,12
TRX2022241129,02/05/2022,Medan,North Sumatra,Medan,Distributor,PT Maju Jaya Distribusi,OUT7054,Supermarket,SP338,Biscuits,Butter Crunch Biscuit,SKU71298,40190,114,4581660,0.1555,712448.13,3869211.87,Bundle Promo,No,Transfer,2
TRX2022690077,15/08/2022,Bandung,West Java,Bandung,General Trade,,OUT4865,Supermarket,SP658,Snacks,Savory Chips,SKU83533,5430,47,255210,0.0862,21999.1,233210.9,Retail Discount,No,Credit Term,4
TRX2022319799,2022-06-13,Medan,North Sumatra,Medan,E-commerce,,OUT3523,Online Store,SP149,Biscuits,Golden Cream Biscuit,SKU14808,22806,38,866628,0.0314,27212.12,839415.88,None,No,Credit Term,1
TRX2022231702,2022-11-05,Palembang,South Sumatra,Palembang,General Trade,,OUT6472,Supermarket,SP703,Biscuits,Butter Crunch Biscuit,SKU68752,8872,123,1091256,0.1103,120365.54,970890.46,,No,Transfer,7
TRX2022361719,2022-03-01,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,PT Sinar Distribusi,OUT8928,Supermarket,SP195,Snacks,Spicy Curl,SKU67803,27812,96,2669952,0.1158,309180.44,2360771.56,None,No,Cash,4
TRX2022388899,16/07/2022,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Maju Jaya Distribusi,OUT2699,Supermarket,SP532,Snacks,Spicy Curl,SKU25687,36208,98,3548384,0.0101,35838.68,3512545.32,Bundle Promo,No,Credit Term,3
TRX2022263479,27/09/2022,Medan,North Sumatra,Medan,Distributor,PT Global Snack Dist,OUT8588,Supermarket,SP910,Biscuits,Butter Crunch Biscuit,SKU59196,19514,34,663476,0.1963,130240.34,533235.66,None,No,Cash,3
TRX2022645585,26/07/2022,Palembang,South Sumatra,Palembang,Distributor,PT Global Snack Dist,OUT7631,Online Store,SP465,Nuts,Salted Cashew Mix,SKU63689,4135,78,322530,0.0789,25447.62,297082.38,Retail Discount,No,Cash,5
TRX2022104215,2022-09-17,Medan,North Sumatra,Medan,E-commerce,PT Sinar Distribusi,OUT5926,Supermarket,SP119,Beverages,Nutri Grain Drink,SKU50338,12160,58,705280,0.1826,128784.13,576495.87,Bundle Promo,No,Credit Term,10
TRX2022456180,2022-06-18,Surabaya,East Java,Surabaya,Modern Trade,,OUT9161,Supermarket,SP215,Nuts,Salted Cashew Mix,SKU63524,38856,8,310848,0.2036,63288.65,247559.35,Retail Discount,Yes,Cash,12
TRX2022271617,03/03/2022,Makassar,South Sulawesi,Makassar,Distributor,PT Sinar Distribusi,OUT9057,Supermarket,SP183,Candy,Fruit Jelly Candy,SKU36146,48554,115,5583710,0.1893,1056996.3,4526713.7,Retail Discount,No,Transfer,3
TRX2022916984,2022-05-04,Bandung,West Java,Bandung,Modern Trade,PT Maju Jaya Distribusi,OUT3609,Minimarket,SP219,Snacks,Spicy Curl,SKU78490,20700,135,2794500,0.0299,83555.55,2710944.45,None,No,Transfer,14
TRX2022108240,02/01/2022,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Maju Jaya Distribusi,OUT2033,Online Store,SP456,Biscuits,Golden Cream Biscuit,SKU15065,45761,88,4026968,0.0441,177589.29,3849378.71,Seasonal Promo,No,Cash,8
TRX2022433067,2022-12-01,Medan,North Sumatra,Medan,Modern Trade,PT Sinar Distribusi,OUT7071,Supermarket,SP867,Candy, Mint Pop Candy ,SKU42662,44971,8,359768,0.1939,69759.02,290008.98,Bundle Promo,No,Cash,11
TRX2022420277,08/12/2022,Medan,North Sumatra,Medan,General Trade,PT Sinar Distribusi,OUT3045,Minimarket,SP705,Snacks,Savory Chips,SKU65972,43077,190,8184630,0.1337,1094285.03,7090344.97,None,No,Transfer,8
TRX2022542789,01/09/2022,Surabaya,East Java,Surabaya,Modern Trade,PT Sinar Distribusi,OUT9216,Traditional Store,SP591,Beverages,Energy Cocoa Drink,SKU28973,33053,28,925484,0.2383,220542.84,704941.16,None,No,Transfer,5
TRX2022218706,2022-12-19,Medan,North Sumatra,Medan,Distributor,PT Maju Jaya Distribusi,OUT3302,Supermarket,SP853,Biscuits,Butter Crunch Biscuit,SKU71069,47238,175,8266650,0.0065,53733.22,8212916.78,Seasonal Promo,No,Transfer,9
TRX2022645685,2022-11-11,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,PT Global Snack Dist,OUT1227,Online Store,SP647,Snacks, Savory Chips ,SKU77802,29417,187,5500979,0.2411,1326286.04,4174692.96,Bundle Promo,No,Cash,13
TRX2022480461,2022-07-06,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,PT Maju Jaya Distribusi,OUT5704,Online Store,SP913,Snacks,Crunchy Bite,SKU53811,19013,2,38026,0.1603,6095.57,31930.43,,No,Transfer,2
TRX2022967301,2022-12-20,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,PT Global Snack Dist,OUT6202,Online Store,SP941,Biscuits,Butter Crunch Biscuit,SKU82225,29369,50,1468450,0.2285,335540.83,1132909.18,Retail Discount,No,Credit Term,1
TRX2022445474,2022-05-21,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,PT Nusantara Supply,OUT3846,Traditional Store,SP840,Snacks,Savory Chips,SKU11535,26946,193,5200578,0.0095,49405.49,5151172.51,,No,Cash,13
TRX2022152863,08/05/2022,Semarang,Central Java,Semarang,Distributor,PT Global Snack Dist,OUT7861,Traditional Store,SP451,Nuts,Salted Cashew Mix,SKU41016,32982,166,5475012,0.2255,1234615.21,4240396.79,Bundle Promo,No,Transfer,7
TRX2022539279,2022-01-17,Bandung,West Java,Bandung,Distributor,PT Maju Jaya Distribusi,OUT3074,Supermarket,SP303,Beverages,Energy Cocoa Drink,SKU66238,31093,44,1368092,0.0217,29687.6,1338404.4,,No,Credit Term,11
TRX2022199177,2022-03-21,Palembang,South Sumatra,Palembang,Modern Trade,,OUT6670,Supermarket,SP680,Beverages,Nutri Grain Drink,SKU21729,40314,173,6974322,0.2383,1661980.93,5312341.07,Retail Discount,No,Transfer,12
TRX2022733713,2022-01-03,Bandung,West Java,Bandung,Distributor,PT Sinar Distribusi,OUT3451,Minimarket,SP919,Snacks,Crunchy Bite,SKU94458,24193,114,2758002,0.0276,76120.86,2681881.14,Bundle Promo,No,Cash,7
TRX2022510950,03/09/2022,Makassar,South Sulawesi,Makassar,General Trade,PT Maju Jaya Distribusi,OUT5232,Minimarket,SP310,Nuts,Salted Cashew Mix,SKU85615,5425,170,922250,0.1222,112698.95,809551.05,Bundle Promo,No,Cash,13
TRX2022369154,25/11/2022,Surabaya,East Java,Surabaya,Distributor,PT Sinar Distribusi,OUT8005,Supermarket,SP658,Snacks,Spicy Curl,SKU42025,42857,34,1457138,0.058,84514.0,1372624.0,None,No,Cash,1
TRX2022313533,24/12/2022,Palembang,South Sumatra,Palembang,General Trade,PT Maju Jaya Distribusi,OUT4328,Online Store,SP271,Nuts,Salted Cashew Mix,SKU49430,15199,48,729552,0.1992,145326.76,584225.24,Bundle Promo,No,Cash,9
TRX2022635234,2022-08-17,Jakarta,DKI Jakarta,Jakarta,Modern Trade,PT Global Snack Dist,OUT1234,Online Store,SP311,Biscuits,Golden Cream Biscuit,SKU34201,38233,196,7493668,0.2,1498733.6,5994934.4,None,No,Transfer,3
TRX2022319207,2022-03-23,Surabaya,East Java,Surabaya,Distributor,,OUT7956,Minimarket,SP759,Nuts,Honey Roasted Peanut,SKU43901,4855,86,417530,0.112,46763.36,370766.64,Seasonal Promo,No,Credit Term,3
TRX2022246205,11/06/2022,Makassar,South Sulawesi,Makassar,General Trade,PT Global Snack Dist,OUT3572,Traditional Store,SP256,Snacks,Savory Chips,SKU50401,43268,76,3288368,0.1412,464317.56,2824050.44,None,No,Credit Term,5
TRX2022540690,2022-02-11,Makassar,South Sulawesi,Makassar,General Trade,PT Global Snack Dist,OUT6525,Supermarket,SP449,Snacks,Spicy Curl,SKU97335,47779,184,8791336,0.2033,1787278.61,7004057.39,None,No,Cash,12
TRX2022952924,2022-11-06,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Nusantara Supply,OUT7558,Traditional Store,SP313,Snacks, Crunchy Bite ,SKU83570,48035,180,8646300,0.0129,111537.27,8534762.73,None,No,Cash,9
TRX2022485739,2022-01-28,Medan,North Sumatra,Medan,Modern Trade,PT Sinar Distribusi,OUT7806,Online Store,SP308,Biscuits,Choco Delight Biscuit,SKU52274,41416,182,7537712,0.0471,355026.24,7182685.76,None,No,Transfer,4
