Transaction_ID,Transaction_Date,Region,Province,City,Sales_Channel,Distributor_Name,Outlet_ID,Outlet_Type,Salesperson_ID,Product_Category,Product_Name,SKU_Code,Unit_Price,Quantity_Sold,Gross_Sales,Discount_Percent,Discount_Amount,Net_Sales,Promotion_Type,Return_Flag,Payment_Method,Delivery_Time_Days
TRX2020930520,17/09/2020,Surabaya,East Java,Surabaya,General Trade,PT Nusantara Supply,OUT7911,Online Store,SP782,Biscuits, Golden Cream Biscuit ,SKU71156,9271,193,1789303,0.0868,155311.5,1633991.5,,No,Credit Term,4
TRX2020606527,2020-02-14,Jakarta,DKI Jakarta,Jakarta,Distributor,,OUT2040,Minimarket,SP830,Snacks,Savory Chips,SKU17452,40880,156,6377280,0.1266,807363.65,5569916.35,Retail Discount,No,Transfer,13
TRX2020200552,2020-11-23,Palembang,South Sumatra,Palembang,General Trade,,OUT6954,Online Store,SP190,Beverages,Nutri Grain Drink,SKU71515,39638,28,1109864,0.1578,175136.54,934727.46,None,No,Cash,11
TRX2020624621,24/01/2020,Medan,North Sumatra,Medan,General Trade,,OUT1799,Traditional Store,SP110,Snacks,Spicy Curl,SKU94418,21716,100,2171600,0.0511,110968.76,2060631.24,,No,Cash,7
TRX2020985815,11/03/2020,Semarang,Central Java,Semarang,E-commerce,PT Global Snack Dist,OUT6785,Traditional Store,SP390,Biscuits,Butter Crunch Biscuit,SKU50900,18294,182,3329508,0.1787,594983.08,2734524.92,Bundle Promo,No,Credit Term,4
TRX2020211090,08/12/2020,Yogyakarta,DI Yogyakarta,Yogyakarta,E-commerce,PT Nusantara Supply,OUT1337,Traditional Store,SP799,Biscuits,Butter Crunch Biscuit,SKU30564,10030,134,1344020,0.1795,241251.59,1102768.41,Seasonal Promo,No,Transfer,5
TRX2020258913,28/12/2020,Makassar,South Sulawesi,Makassar,E-commerce,PT Nusantara Supply,OUT4762,Minimarket,SP169,Beverages,Choco Malt Drink,SKU52527,11924,116,1383184,0.2255,311907.99,1071276.01,Bundle Promo,No,Credit Term,1
TRX2020298773,2020-10-04,Surabaya,East Java,Surabaya,Modern Trade,,OUT2731,Minimarket,SP988,Nuts,Spicy Peanut Mix,SKU80920,23731,56,1328936,0.0265,35216.8,1293719.2,Seasonal Promo,No,Credit Term,9
TRX2020381573,2020-06-15,Makassar,South Sulawesi,Makassar,Modern Trade,PT Sinar Distribusi,OUT4896,Traditional Store,SP497,Candy,Caramel Drop Candy,SKU27768,26287,19,499453,0.2475,123614.62,375838.38,Retail Discount,No,Transfer,12
TRX2020296336,10/08/2020,Jakarta,DKI Jakarta,Jakarta,Modern Trade,PT Maju Jaya Distribusi,OUT7928,Minimarket,SP974,Biscuits,Choco Delight Biscuit,SKU41734,11129,25,278225,0.2439,67859.08,210365.92,Seasonal Promo,No,Cash,6
TRX2020277453,2020-03-31,Jakarta,DKI Jakarta,Jakarta,Distributor,,OUT9610,Minimarket,SP475,Snacks,Spicy Curl,SKU40517,21456,70,1501920,0.1006,151093.15,1350826.85,Seasonal Promo,No,Cash,13
TRX2020595146,2020-09-25,Semarang,Central Java,Semarang,General Trade,PT Maju Jaya Distribusi,OUT4151,Minimarket,SP852,Snacks,Spicy Curl,SKU86566,4063,58,235654,0.099,23329.75,212324.25,None,No,Cash,14
TRX2020459971,21/03/2020,Palembang,South Sumatra,Palembang,E-commerce,,OUT1939,Traditional Store,SP488,Candy,Caramel Drop Candy,SKU21091,42510,119,5058690,0.1626,822542.99,4236147.01,,No,Transfer,6
TRX2020465824,2020-11-05,Bandung,West Java,Bandung,Distributor,PT Nusantara Supply,OUT5013,Traditional Store,SP601,Biscuits,Butter Crunch Biscuit,SKU57956,18763,138,2589294,0.0872,225786.44,2363507.56,,No,Transfer,9
TRX2020489733,19/04/2020,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Global Snack Dist,OUT1952,Minimarket,SP663,Beverages,Choco Malt Drink,SKU78729,40329,88,3548952,0.0453,160767.53,3388184.47,Seasonal Promo,No,Cash,7
TRX2020979695,2020-04-06,Makassar,South Sulawesi,Makassar,General Trade,PT Maju Jaya Distribusi,OUT5977,Minimarket,SP793,Nuts, Spicy Peanut Mix ,SKU36206,25453,89,2265317,0.1843,417497.92,1847819.08,None,No,Credit Term,10
TRX2020143593,2020-07-01,Makassar,South Sulawesi,Makassar,Distributor,PT Global Snack Dist,OUT4198,Online Store,SP652,Beverages,Energy Cocoa Drink,SKU26716,39530,31,1225430,0.1106,135532.56,1089897.44,Seasonal Promo,Yes,Cash,13
TRX2020956488,27/02/2020,Jakarta,DKI Jakarta,Jakarta,Modern Trade,PT Sinar Distribusi,OUT2835,Traditional Store,SP819,Nuts, Spicy Peanut Mix ,SKU72998,29064,75,2179800,0.0544,118581.12,2061218.88,Seasonal Promo,No,Transfer,9
TRX2020855133,06/10/2020,Medan,North Sumatra,Medan,E-commerce,,OUT4203,Supermarket,SP997,Snacks,Spicy Curl,SKU44515,37512,152,5701824,0.0184,104913.56,5596910.44,None,No,Transfer,11
TRX2020326900,2020-03-03,Surabaya,East Java,Surabaya,Modern Trade,,OUT5167,Supermarket,SP296,Beverages,Nutri Grain Drink,SKU21626,47276,161,7611436,0.1953,1486513.45,6124922.55,None,No,Credit Term,2
TRX2020678032,2020-02-20,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Sinar Distribusi,OUT1628,Online Store,SP486,Biscuits,Choco Delight Biscuit,SKU74763,17419,118,2055442,0.0742,152513.8,1902928.2,Seasonal Promo,No,Cash,10
TRX2020926957,2020-10-16,Makassar,South Sulawesi,Makassar,Modern Trade,PT Maju Jaya Distribusi,OUT6489,Minimarket,SP267,Biscuits,Choco Delight Biscuit,SKU47127,18979,106,2011774,0.1003,201780.93,1809993.07,None,No,Credit Term,5
TRX2020996985,2020-04-23,Makassar,South Sulawesi,Makassar,Distributor,,OUT7677,Online Store,SP436,Candy,Caramel Drop Candy,SKU81999,12616,66,832656,0.048,39967.49,792688.51,Bundle Promo,Yes,Transfer,11
TRX2020341705,2020-01-14,Bandung,West Java,Bandung,Distributor,PT Global Snack Dist,OUT5636,Traditional Store,SP551,Nuts,Salted Cashew Mix,SKU40815,42945,74,3177930,0.0178,56567.15,3121362.85,Retail Discount,No,Credit Term,2
TRX2020629819,2020-08-31,Makassar,South Sulawesi,Makassar,General Trade,PT Nusantara Supply,OUT6405,Traditional Store,SP801,Biscuits, Golden Cream Biscuit ,SKU38671,11507,5,57535,0.226,13002.91,44532.09,,No,Credit Term,8
TRX2020456055,16/07/2020,Palembang,South Sumatra,Palembang,E-commerce,PT Global Snack Dist,OUT7027,Minimarket,SP403,Beverages, Choco Malt Drink ,SKU46730,11408,199,2270192,0.1381,313513.52,1956678.48,None,No,Credit Term,5
TRX2020325946,06/03/2020,Medan,North Sumatra,Medan,Modern Trade,PT Global Snack Dist,OUT2019,Traditional Store,SP286,Snacks,Savory Chips,SKU48639,8180,7,57260,0.0375,2147.25,55112.75,Bundle Promo,No,Cash,13
TRX2020268431,2020-01-21,Semarang,Central Java,Semarang,Modern Trade,PT Maju Jaya Distribusi,OUT3025,Online Store,SP538,Snacks,Savory Chips,SKU12956,35526,92,3268392,0.0352,115047.4,3153344.6,None,No,Cash,10
TRX2020674841,2020-12-15,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,PT Sinar Distribusi,OUT4184,Traditional Store,SP119,Biscuits,Golden Cream Biscuit,SKU67597,49275,30,1478250,0.0021,3104.32,1475145.68,Bundle Promo,No,Cash,1
TRX2020419812,2020-03-26,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Sinar Distribusi,OUT1031,Traditional Store,SP566,Candy,Caramel Drop Candy,SKU45470,31228,130,4059640,0.2433,987710.41,3071929.59,Seasonal Promo,No,Cash,11
TRX2020228681,16/09/2020,Bandung,West Java,Bandung,General Trade,,OUT3169,Minimarket,SP439,Beverages,Nutri Grain Drink,SKU75541,23576,195,4597320,0.001,4597.32,4592722.68,,No,Transfer,9
TRX2020902777,22/01/2020,Surabaya,East Java,Surabaya,Modern Trade,PT Maju Jaya Distribusi,OUT3195,Supermarket,SP275,Beverages,Choco Malt Drink,SKU94646,17571,65,1142115,0.0535,61103.15,1081011.85,Retail Discount,No,Transfer,8
TRX2020561301,2020-07-12,Medan,North Sumatra,Medan,General Trade,PT Sinar Distribusi,OUT9145,Minimarket,SP702,Beverages,Choco Malt Drink,SKU23845,21029,19,399551,0.1568,62649.6,336901.4,Retail Discount,No,Cash,10
TRX2020819951,2020-05-04,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,,OUT2378,Online Store,SP937,Nuts,Spicy Peanut Mix,SKU59554,10420,42,437640,0.1177,51510.23,386129.77,Retail Discount,No,Cash,12
TRX2020108693,2020-11-12,Surabaya,East Java,Surabaya,General Trade,PT Maju Jaya Distribusi,OUT1748,Online Store,SP378,Snacks,Spicy Curl,SKU99769,14849,148,2197652,0.1686,370524.13,1827127.87,None,No,Transfer,11
TRX2020632729,2020-11-27,Semarang,Central Java,Semarang,General Trade,PT Nusantara Supply,OUT7148,Minimarket,SP394,Candy,Caramel Drop Candy,SKU99535,11194,4,44776,0.2024,9062.66,35713.34,,No,Credit Term,3
TRX2020208164,2020-12-18,Makassar,South Sulawesi,Makassar,E-commerce,PT Maju Jaya Distribusi,OUT5895,Supermarket,SP652,Candy,Caramel Drop Candy,SKU86894,37025,18,666450,0.1675,111630.38,554819.62,Bundle Promo,No,Credit Term,5
TRX2020811902,2020-10-12,Surabaya,East Java,Surabaya,General Trade,PT Nusantara Supply,OUT5738,Supermarket,SP932,Snacks,Savory Chips,SKU96839,47977,72,3454344,0.2377,821097.57,2633246.43,Bundle Promo,No,Transfer,4
TRX2020943506,03/10/2020,Makassar,South Sulawesi,Makassar,Modern Trade,,OUT1087,Traditional Store,SP312,Snacks,Crunchy Bite,SKU86289,28121,68,1912228,0.2172,415335.92,1496892.08,Bundle Promo,No,Credit Term,2
TRX2020747863,11/07/2020,Palembang,South Sumatra,Palembang,General Trade,PT Sinar Distribusi,OUT7933,Online Store,SP345,Snacks,Spicy Curl,SKU59576,36987,100,3698700,0.2103,777836.61,2920863.39,Retail Discount,No,Transfer,6
TRX2020268548,2020-02-21,Medan,North Sumatra,Medan,General Trade,,OUT4267,Online Store,SP668,Snacks,Savory Chips,SKU14208,46741,8,373928,0.0734,27446.32,346481.68,None,No,Cash,13
TRX2020582291,2020-10-08,Jakarta,DKI Jakarta,Jakarta,General Trade,PT Maju Jaya Distribusi,OUT7763,Online Store,SP209,Candy,Fruit Jelly Candy,SKU86140,19535,69,1347915,0.2149,289666.93,1058248.07,Retail Discount,No,Credit Term,14
TRX2020656671,14/02/2020,Jakarta,DKI Jakarta,Jakarta,Modern Trade,PT Global Snack Dist,OUT8159,Traditional Store,SP340,Candy,Mint Pop Candy,SKU87051,34398,76,2614248,0.2331,609381.21,2004866.79,,No,Cash,14
TRX2020840180,19/07/2020,Surabaya,East Java,Surabaya,Distributor,,OUT1250,Minimarket,SP101,Nuts,Honey Roasted Peanut,SKU65950,13678,53,724934,0.1987,144044.39,580889.61,Seasonal Promo,No,Cash,5
TRX2020624039,31/01/2020,Bandung,West Java,Bandung,General Trade,PT Maju Jaya Distribusi,OUT4492,Online Store,SP710,Candy,Mint Pop Candy,SKU15713,25197,36,907092,0.1183,107308.98,799783.02,Seasonal Promo,No,Transfer,5
TRX2020945790,14/12/2020,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Sinar Distribusi,OUT4328,Minimarket,SP644,Biscuits,Golden Cream Biscuit,SKU99405,44640,121,5401440,0.1331,718931.66,4682508.34,None,No,Transfer,7
TRX2020176175,2020-03-09,Jakarta,DKI Jakarta,Jakarta,Distributor,,OUT1232,Online Store,SP494,Beverages,Choco Malt Drink,SKU50955,12650,59,746350,0.2289,170839.51,575510.48,,No,Credit Term,14
TRX2020775577,11/06/2020,Palembang,South Sumatra,Palembang,General Trade,,OUT6963,Online Store,SP537,Snacks,Savory Chips,SKU39639,43223,147,6353781,0.1529,971493.11,5382287.89,Seasonal Promo,No,Credit Term,2
TRX2020560284,2020-04-03,Yogyakarta,DI Yogyakarta,Yogyakarta,General Trade,,OUT2067,Traditional Store,SP859,Snacks,Savory Chips,SKU93387,18309,129,2361861,0.0609,143837.33,2218023.67,Seasonal Promo,No,Cash,13
TRX2020616590,2020-06-12,Surabaya,East Java,Surabaya,Distributor,PT Global Snack Dist,OUT2550,Traditional Store,SP805,Nuts,Honey Roasted Peanut,SKU35165,42733,89,3803237,0.2132,810850.13,2992386.87,Bundle Promo,No,Transfer,12
TRX2020843887,2020-10-15,Bandung,West Java,Bandung,General Trade,PT Nusantara Supply,OUT7748,Traditional Store,SP635,Nuts,Honey Roasted Peanut,SKU74348,31913,44,1404172,0.0847,118933.37,1285238.63,,No,Credit Term,9
TRX2020171128,2020-10-28,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Maju Jaya Distribusi,OUT8825,Online Store,SP439,Biscuits,Golden Cream Biscuit,SKU82477,3893,83,323119,0.2296,74188.12,248930.88,Retail Discount,No,Cash,14
TRX2020303176,2020-10-15,Bandung,West Java,Bandung,Distributor,PT Maju Jaya Distribusi,OUT6228,Minimarket,SP480,Nuts,Salted Cashew Mix,SKU50130,17480,160,2796800,0.218,609702.4,2187097.6,,No,Cash,7
TRX2020692932,22/07/2020,Makassar,South Sulawesi,Makassar,General Trade,PT Nusantara Supply,OUT3937,Online Store,SP217,Beverages,Choco Malt Drink,SKU64212,2994,182,544908,0.0917,49968.06,494939.94,None,No,Cash,14
TRX2020248203,06/05/2020,Makassar,South Sulawesi,Makassar,Distributor,PT Sinar Distribusi,OUT6837,Traditional Store,SP362,Nuts,Honey Roasted Peanut,SKU34038,40844,81,3308364,0.0704,232908.83,3075455.17,None,No,Cash,13
TRX2020670715,08/04/2020,Jakarta,DKI Jakarta,Jakarta,Modern Trade,PT Nusantara Supply,OUT8006,Online Store,SP116,Nuts,Honey Roasted Peanut,SKU10860,12496,72,899712,0.1056,95009.59,804702.41,Retail Discount,No,Transfer,1
TRX2020527981,2020-01-13,Medan,North Sumatra,Medan,Distributor,PT Nusantara Supply,OUT1177,Minimarket,SP117,Beverages,Energy Cocoa Drink,SKU22988,16670,141,2350470,0.2061,484431.87,1866038.13,None,No,Credit Term,1
TRX2020673408,2020-04-13,Palembang,South Sumatra,Palembang,Distributor,PT Global Snack Dist,OUT8038,Supermarket,SP710,Snacks,Savory Chips,SKU60081,48420,100,4842000,0.1915,927243.0,3914757.0,Bundle Promo,No,Credit Term,9
TRX2020550951,15/08/2020,Palembang,South Sumatra,Palembang,Modern Trade,PT Global Snack Dist,OUT4041,Traditional Store,SP670,Beverages,Nutri Grain Drink,SKU72700,29197,57,1664229,0.0864,143789.39,1520439.61,,No,Cash,9
TRX2020742926,11/10/2020,Makassar,South Sulawesi,Makassar,E-commerce,PT Global Snack Dist,OUT1001,Online Store,SP777,Candy,Caramel Drop Candy,SKU76735,5990,15,89850,0.0719,6460.22,83389.79,Retail Discount,No,Credit Term,10
TRX2020816513,05/04/2020,Medan,North Sumatra,Medan,Modern Trade,PT Sinar Distribusi,OUT2778,Traditional Store,SP990,Nuts,Salted Cashew Mix,SKU99929,45563,58,2642654,0.0658,173886.63,2468767.37,Retail Discount,No,Cash,5
TRX2020468960,13/10/2020,Palembang,South Sumatra,Palembang,E-commerce,,OUT4349,Supermarket,SP791,Nuts,Salted Cashew Mix,SKU21075,49996,71,3549716,0.066,234281.26,3315434.74,Bundle Promo,Yes,Credit Term,5
TRX2020606431,16/01/2020,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Sinar Distribusi,OUT7824,Traditional Store,SP222,Beverages,Nutri Grain Drink,SKU66510,45764,186,8512104,0.175,1489618.2,7022485.8,,No,Transfer,8
TRX2020417646,2020-07-01,Semarang,Central Java,Semarang,Modern Trade,PT Sinar Distribusi,OUT4740,Traditional Store,SP746,Nuts,Honey Roasted Peanut,SKU51141,42664,163,6954232,0.0665,462456.43,6491775.57,Retail Discount,No,Credit Term,1
TRX2020342948,2020-03-01,Palembang,South Sumatra,Palembang,Modern Trade,PT Nusantara Supply,OUT7594,Supermarket,SP744,Candy,Fruit Jelly Candy,SKU88652,37423,146,5463758,0.0147,80317.24,5383440.76,,No,Credit Term,14
TRX2020287915,01/11/2020,Medan,North Sumatra,Medan,General Trade,,OUT2390,Minimarket,SP486,Nuts,Honey Roasted Peanut,SKU96830,41457,149,6177093,0.2293,1416407.42,4760685.58,None,No,Transfer,6
TRX2020807353,2020-02-08,Jakarta,DKI Jakarta,Jakarta,General Trade,PT Maju Jaya Distribusi,OUT2593,Supermarket,SP370,Biscuits,Golden Cream Biscuit,SKU74772,19776,160,3164160,0.0429,135742.46,3028417.54,,No,Cash,9
TRX2020733095,21/08/2020,Medan,North Sumatra,Medan,Modern Trade,,OUT1199,Online Store,SP411,Snacks,Savory Chips,SKU40909,13330,93,1239690,0.0033,4090.98,1235599.02,Retail Discount,No,Credit Term,3
TRX2020400881,2020-11-11,Bandung,West Java,Bandung,Distributor,PT Nusantara Supply,OUT2664,Traditional Store,SP888,Nuts,Spicy Peanut Mix,SKU65455,4910,115,564650,0.0303,17108.9,547541.1,Seasonal Promo,No,Transfer,12
TRX2020309691,10/05/2020,Medan,North Sumatra,Medan,General Trade,,OUT7440,Online Store,SP172,Snacks,Spicy Curl,SKU83151,49192,189,9297288,0.05,464864.4,8832423.6,Retail Discount,No,Cash,10
TRX2020662165,01/09/2020,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Nusantara Supply,OUT2931,Traditional Store,SP316,Biscuits,Choco Delight Biscuit,SKU17185,18396,102,1876392,0.1605,301160.92,1575231.08,None,Yes,Transfer,2
TRX2020671717,03/08/2020,Palembang,South Sumatra,Palembang,General Trade,PT Nusantara Supply,OUT9581,Traditional Store,SP886,Candy,Fruit Jelly Candy,SKU83587,24222,103,2494866,0.247,616231.9,1878634.1,Seasonal Promo,No,Transfer,13
TRX2020930432,07/10/2020,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Sinar Distribusi,OUT1529,Supermarket,SP513,Nuts,Spicy Peanut Mix,SKU74601,5699,163,928937,0.1017,94472.89,834464.11,Retail Discount,No,Transfer,6
TRX2020118304,2020-08-28,Palembang,South Sumatra,Palembang,E-commerce,PT Maju Jaya Distribusi,OUT1791,Online Store,SP443,Nuts,Salted Cashew Mix,SKU75892,7932,45,356940,0.0828,29554.63,327385.37,None,No,Cash,9
TRX2020968762,2020-03-15,Bandung,West Java,Bandung,General Trade,PT Nusantara Supply,OUT4274,Supermarket,SP576,Biscuits,Golden Cream Biscuit,SKU63399,8081,178,1438418,0.0587,84435.14,1353982.86,Bundle Promo,No,Cash,10
TRX2020342110,2020-02-10,Surabaya,East Java,Surabaya,E-commerce,PT Sinar Distribusi,OUT1484,Traditional Store,SP912,Candy,Mint Pop Candy,SKU47476,10807,61,659227,0.1046,68955.14,590271.86,,No,Transfer,1
TRX2020502698,2020-07-31,Surabaya,East Java,Surabaya,Distributor,,OUT2787,Online Store,SP679,Nuts,Salted Cashew Mix,SKU64114,20213,48,970224,0.0231,22412.17,947811.83,Bundle Promo,No,Cash,6
TRX2020845664,2020-08-22,Semarang,Central Java,Semarang,General Trade,PT Global Snack Dist,OUT6711,Supermarket,SP635,Beverages,Choco Malt Drink,SKU20832,47736,157,7494552,0.0641,480400.78,7014151.22,Seasonal Promo,No,Credit Term,14
TRX2020875566,2020-02-27,Surabaya,East Java,Surabaya,Distributor,PT Global Snack Dist,OUT3284,Traditional Store,SP246,Beverages,Energy Cocoa Drink,SKU40047,3846,178,684588,0.0755,51686.39,632901.61,Seasonal Promo,No,Credit Term,4
TRX2020405109,19/11/2020,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Nusantara Supply,OUT6126,Online Store,SP516,Biscuits,Butter Crunch Biscuit,SKU74043,32477,30,974310,0.1324,128998.64,845311.36,None,No,Transfer,9
TRX2020770603,2020-08-02,Makassar,South Sulawesi,Makassar,General Trade,PT Global Snack Dist,OUT3011,Supermarket,SP269,Nuts,Spicy Peanut Mix,SKU80624,41787,188,7855956,0.1175,923074.83,6932881.17,Bundle Promo,No,Credit Term,9
TRX2020323258,02/03/2020,Medan,North Sumatra,Medan,E-commerce,PT Maju Jaya Distribusi,OUT1369,Supermarket,SP330,Beverages,Energy Cocoa Drink,SKU37947,22021,66,1453386,0.2033,295473.37,1157912.63,,No,Credit Term,14
TRX2020559756,2020-01-17,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,,OUT7024,Traditional Store,SP846,Candy,Mint Pop Candy,SKU54392,37041,131,4852371,0.2288,1110222.48,3742148.52,Retail Discount,No,Cash,2
TRX2020861482,10/10/2020,Medan,North Sumatra,Medan,E-commerce,PT Global Snack Dist,OUT1999,Supermarket,SP720,Beverages,Energy Cocoa Drink,SKU33216,25701,197,5063097,0.022,111388.13,4951708.87,,No,Cash,3
TRX2020723665,14/08/2020,Jakarta,DKI Jakarta,Jakarta,Distributor,PT Maju Jaya Distribusi,OUT5304,Traditional Store,SP755,Biscuits,Butter Crunch Biscuit,SKU43787,10251,176,1804176,0.1427,257455.92,1546720.08,Seasonal Promo,No,Credit Term,6
TRX2020881595,29/11/2020,Bandung,West Java,Bandung,Distributor,PT Maju Jaya Distribusi,OUT8425,Online Store,SP320,Nuts,Salted Cashew Mix,SKU88260,2553,174,444222,0.2236,99328.04,344893.96,Bundle Promo,No,Credit Term,8
TRX2020867215,2020-01-13,Makassar,South Sulawesi,Makassar,Distributor,,OUT9118,Online Store,SP999,Candy,Mint Pop Candy,SKU12722,31982,176,5628832,0.1764,992925.96,4635906.04,Seasonal Promo,No,Transfer,3
TRX2020426276,2020-12-30,Medan,North Sumatra,Medan,Distributor,PT Sinar Distribusi,OUT4816,Supermarket,SP931,Biscuits,Choco Delight Biscuit,SKU91964,31380,166,5209080,0.1661,865228.19,4343851.81,Bundle Promo,No,Transfer,10
TRX2020994215,2020-04-26,Medan,North Sumatra,Medan,General Trade,,OUT6721,Minimarket,SP883,Snacks,Spicy Curl,SKU63518,12206,152,1855312,0.0681,126346.75,1728965.25,None,No,Transfer,7
TRX2020824897,2020-02-01,Surabaya,East Java,Surabaya,Modern Trade,PT Sinar Distribusi,OUT7629,Supermarket,SP772,Snacks,Savory Chips,SKU19821,22196,37,821252,0.1311,107666.14,713585.86,None,No,Transfer,14
TRX2020710402,09/10/2020,Palembang,South Sumatra,Palembang,General Trade,PT Maju Jaya Distribusi,OUT7981,Minimarket,SP575,Nuts,Honey Roasted Peanut,SKU26384,17296,171,2957616,0.2068,611634.99,2345981.01,Seasonal Promo,No,Transfer,8
TRX2020887183,2020-03-05,Bandung,West Java,Bandung,Modern Trade,PT Sinar Distribusi,OUT1176,Supermarket,SP910,Nuts,Honey Roasted Peanut,SKU94467,36922,113,4172186,0.0354,147695.38,4024490.62,Retail Discount,Yes,Credit Term,3
TRX2020738254,2020-01-20,Medan,North Sumatra,Medan,Distributor,PT Nusantara Supply,OUT7197,Online Store,SP482,Beverages, Nutri Grain Drink ,SKU89315,15966,196,3129336,0.0064,20027.75,3109308.25,Retail Discount,No,Credit Term,1
TRX2020817000,2020-05-15,Surabaya,East Java,Surabaya,Distributor,,OUT6309,Minimarket,SP157,Snacks,Savory Chips,SKU99045,25806,184,4748304,0.1075,510442.68,4237861.32,None,No,Transfer,9
TRX2020572741,2020-11-24,Surabaya,East Java,Surabaya,General Trade,PT Nusantara Supply,OUT3662,Traditional Store,SP993,Beverages,Choco Malt Drink,SKU83907,5728,70,400960,0.1925,77184.8,323775.2,Seasonal Promo,No,Credit Term,3
TRX2020643478,2020-09-02,Medan,North Sumatra,Medan,General Trade,PT Global Snack Dist,OUT1134,Minimarket,SP403,Biscuits,Golden Cream Biscuit,SKU84329,27033,59,1594947,0.1049,167309.94,1427637.06,,No,Credit Term,14
TRX2020522953,2020-05-31,Makassar,South Sulawesi,Makassar,E-commerce,PT Sinar Distribusi,OUT6430,Minimarket,SP461,Nuts,Spicy Peanut Mix,SKU11831,7439,4,29756,0.0715,2127.55,27628.45,Seasonal Promo,No,Cash,8
TRX2020724412,2020-11-25,Jakarta,DKI Jakarta,Jakarta,E-commerce,PT Global Snack Dist,OUT6677,Traditional Store,SP908,Nuts,Honey Roasted Peanut,SKU59811,29072,75,2180400,0.1407,306782.28,1873617.72,Bundle Promo,No,Cash,4
TRX2020376508,2020-01-14,Yogyakarta,DI Yogyakarta,Yogyakarta,Distributor,,OUT8000,Minimarket,SP638,Beverages,Energy Cocoa Drink,SKU67622,43563,111,4835493,0.1155,558499.44,4276993.56,Bundle Promo,No,Cash,1
TRX2020746625,2020-04-15,Semarang,Central Java,Semarang,Distributor,PT Maju Jaya Distribusi,OUT8694,Online Store,SP711,Snacks,Savory Chips,SKU49951,31401,23,722223,0.1067,77061.19,645161.81,Seasonal Promo,No,Credit Term,3
TRX2020735967,01/09/2020,Surabaya,East Java,Surabaya,Distributor,PT Sinar Distribusi,OUT2957,Traditional Store,SP780,Snacks,Savory Chips,SKU66982,44316,104,4608864,0.1,460886.4,4147977.6,Retail Discount,No,Credit Term,5
TRX2020662225,2020-05-20,Medan,North Sumatra,Medan,Modern Trade,PT Nusantara Supply,OUT1596,Minimarket,SP821,Nuts,Spicy Peanut Mix,SKU53742,10059,163,1639617,0.1673,274307.92,1365309.08,Bundle Promo,No,Credit Term,7
TRX2020163196,13/08/2020,Bandung,West Java,Bandung,Distributor,PT Nusantara Supply,OUT1518,Traditional Store,SP223,Biscuits,Choco Delight Biscuit,SKU68684,30192,115,3472080,0.2211,767676.89,2704403.11,Retail Discount,No,Transfer,14
TRX2020232569,05/11/2020,Semarang,Central Java,Semarang,E-commerce,PT Nusantara Supply,OUT1457,Minimarket,SP935,Snacks,Savory Chips,SKU40542,46320,198,9171360,0.196,1797586.56,7373773.44,Bundle Promo,No,Cash,7
TRX2020139479,2020-09-06,Medan,North Sumatra,Medan,Distributor,PT Nusantara Supply,OUT9679,Minimarket,SP600,Beverages,Choco Malt Drink,SKU32802,15777,103,1625031,0.0832,135202.58,1489828.42,Retail Discount,No,Transfer,1
TRX2020974367,21/09/2020,Makassar,South Sulawesi,Makassar,E-commerce,,OUT2055,Online Store,SP436,Biscuits, Golden Cream Biscuit ,SKU32156,21332,168,3583776,0.1752,627877.56,2955898.44,None,No,Cash,14
TRX2020849882,2020-08-23,Medan,North Sumatra,Medan,E-commerce,PT Global Snack Dist,OUT1439,Supermarket,SP344,Candy,Caramel Drop Candy,SKU55162,2508,90,225720,0.0961,21691.69,204028.31,None,No,Transfer,13
TRX2020319916,2020-12-18,Bandung,West Java,Bandung,General Trade,PT Nusantara Supply,OUT7888,Traditional Store,SP342,Biscuits,Choco Delight Biscuit,SKU14631,10829,71,768859,0.0077,5920.21,762938.79,,No,Transfer,13
TRX2020537386,2020-04-04,Bandung,West Java,Bandung,E-commerce,PT Maju Jaya Distribusi,OUT5999,Online Store,SP918,Nuts,Spicy Peanut Mix,SKU60517,13405,61,817705,0.1988,162559.75,655145.25,,No,Credit Term,14
TRX2020154404,14/06/2020,Yogyakarta,DI Yogyakarta,Yogyakarta,Modern Trade,PT Nusantara Supply,OUT3410,Minimarket,SP500,Biscuits,Choco Delight Biscuit,SKU13232,10737,184,1975608,0.0648,128019.4,1847588.6,,No,Credit Term,10
TRX2020968254,04/03/2020,Yogyakarta,DI Yogyakarta,Yogyakarta,Distributor,,OUT8093,Traditional Store,SP562,Nuts, Honey Roasted Peanut ,SKU42525,16131,165,2661615,0.0288,76654.51,2584960.49,None,No,Cash,5
